Ref_Date,GEO,PRO,COM,Value
2011/01,Canada,Seed crushed,Soybeans,x
2011/02,Canada,Seed crushed,Soybeans,x
2011/03,Canada,Seed crushed,Soybeans,x
2011/04,Canada,Seed crushed,Soybeans,x
2011/05,Canada,Seed crushed,Soybeans,x
2011/06,Canada,Seed crushed,Soybeans,x
2011/07,Canada,Seed crushed,Soybeans,x
2011/08,Canada,Seed crushed,Soybeans,x
2011/09,Canada,Seed crushed,Soybeans,x
2011/10,Canada,Seed crushed,Soybeans,x
2011/11,Canada,Seed crushed,Soybeans,x
2011/12,Canada,Seed crushed,Soybeans,x
2012/01,Canada,Seed crushed,Soybeans,x
2012/02,Canada,Seed crushed,Soybeans,x
2012/03,Canada,Seed crushed,Soybeans,x
2012/04,Canada,Seed crushed,Soybeans,x
2012/05,Canada,Seed crushed,Soybeans,x
2012/06,Canada,Seed crushed,Soybeans,x
2012/07,Canada,Seed crushed,Soybeans,x
2012/08,Canada,Seed crushed,Soybeans,x
2012/09,Canada,Seed crushed,Soybeans,x
2012/10,Canada,Seed crushed,Soybeans,x
2012/11,Canada,Seed crushed,Soybeans,x
2012/12,Canada,Seed crushed,Soybeans,x
2013/01,Canada,Seed crushed,Soybeans,x
2013/02,Canada,Seed crushed,Soybeans,x
2013/03,Canada,Seed crushed,Soybeans,x
2013/04,Canada,Seed crushed,Soybeans,x
2013/05,Canada,Seed crushed,Soybeans,x
2013/06,Canada,Seed crushed,Soybeans,x
2013/07,Canada,Seed crushed,Soybeans,x
2013/08,Canada,Seed crushed,Soybeans,x
2013/09,Canada,Seed crushed,Soybeans,x
2013/10,Canada,Seed crushed,Soybeans,x
2013/11,Canada,Seed crushed,Soybeans,x
2013/12,Canada,Seed crushed,Soybeans,x
2014/01,Canada,Seed crushed,Soybeans,x
2014/02,Canada,Seed crushed,Soybeans,x
2014/03,Canada,Seed crushed,Soybeans,x
2014/04,Canada,Seed crushed,Soybeans,x
2014/05,Canada,Seed crushed,Soybeans,x
2014/06,Canada,Seed crushed,Soybeans,x
2014/07,Canada,Seed crushed,Soybeans,x
2014/08,Canada,Seed crushed,Soybeans,x
2014/09,Canada,Seed crushed,Soybeans,x
2014/10,Canada,Seed crushed,Soybeans,x
2014/11,Canada,Seed crushed,Soybeans,x
2014/12,Canada,Seed crushed,Soybeans,x
2015/01,Canada,Seed crushed,Soybeans,x
2015/02,Canada,Seed crushed,Soybeans,x
2015/03,Canada,Seed crushed,Soybeans,x
2015/04,Canada,Seed crushed,Soybeans,x
2015/05,Canada,Seed crushed,Soybeans,x
2015/06,Canada,Seed crushed,Soybeans,x
2015/07,Canada,Seed crushed,Soybeans,x
2015/08,Canada,Seed crushed,Soybeans,x
2015/09,Canada,Seed crushed,Soybeans,x
2015/10,Canada,Seed crushed,Soybeans,x
2015/11,Canada,Seed crushed,Soybeans,x
2015/12,Canada,Seed crushed,Soybeans,x
2016/01,Canada,Seed crushed,Soybeans,x
2016/02,Canada,Seed crushed,Soybeans,x
2016/03,Canada,Seed crushed,Soybeans,x
2016/04,Canada,Seed crushed,Soybeans,x
2016/05,Canada,Seed crushed,Soybeans,x
2016/06,Canada,Seed crushed,Soybeans,x
2016/07,Canada,Seed crushed,Soybeans,x
2016/08,Canada,Seed crushed,Soybeans,x
2016/09,Canada,Seed crushed,Soybeans,x
2016/10,Canada,Seed crushed,Soybeans,x
2016/11,Canada,Seed crushed,Soybeans,x
2016/12,Canada,Seed crushed,Soybeans,x
2017/01,Canada,Seed crushed,Soybeans,x
2017/02,Canada,Seed crushed,Soybeans,x
2017/03,Canada,Seed crushed,Soybeans,x
2017/04,Canada,Seed crushed,Soybeans,x
2017/05,Canada,Seed crushed,Soybeans,x
2017/06,Canada,Seed crushed,Soybeans,x
2017/07,Canada,Seed crushed,Soybeans,x
2017/08,Canada,Seed crushed,Soybeans,x
2017/09,Canada,Seed crushed,Soybeans,x
2017/10,Canada,Seed crushed,Soybeans,x
2017/11,Canada,Seed crushed,Soybeans,x
1971/01,Canada,Oil  produced,Canola (rapeseed),
1971/02,Canada,Oil  produced,Canola (rapeseed),
1971/03,Canada,Oil  produced,Canola (rapeseed),
1971/04,Canada,Oil  produced,Canola (rapeseed),
1971/05,Canada,Oil  produced,Canola (rapeseed),
1971/06,Canada,Oil  produced,Canola (rapeseed),
1971/07,Canada,Oil  produced,Canola (rapeseed),
1971/08,Canada,Oil  produced,Canola (rapeseed),6223
1971/09,Canada,Oil  produced,Canola (rapeseed),8317
1971/10,Canada,Oil  produced,Canola (rapeseed),7639
1971/11,Canada,Oil  produced,Canola (rapeseed),7991
1971/12,Canada,Oil  produced,Canola (rapeseed),7954
1972/01,Canada,Oil  produced,Canola (rapeseed),8374
1972/02,Canada,Oil  produced,Canola (rapeseed),8153
1972/03,Canada,Oil  produced,Canola (rapeseed),9992
1972/04,Canada,Oil  produced,Canola (rapeseed),8589
1972/05,Canada,Oil  produced,Canola (rapeseed),10343
1972/06,Canada,Oil  produced,Canola (rapeseed),9807
1972/07,Canada,Oil  produced,Canola (rapeseed),12890
1972/08,Canada,Oil  produced,Canola (rapeseed),8082
1972/09,Canada,Oil  produced,Canola (rapeseed),9625
1972/10,Canada,Oil  produced,Canola (rapeseed),8659
1972/11,Canada,Oil  produced,Canola (rapeseed),10666
1972/12,Canada,Oil  produced,Canola (rapeseed),10033
1973/01,Canada,Oil  produced,Canola (rapeseed),11741
1973/02,Canada,Oil  produced,Canola (rapeseed),12143
1973/03,Canada,Oil  produced,Canola (rapeseed),13844
1973/04,Canada,Oil  produced,Canola (rapeseed),11389
1973/05,Canada,Oil  produced,Canola (rapeseed),12312
1973/06,Canada,Oil  produced,Canola (rapeseed),12772
1973/07,Canada,Oil  produced,Canola (rapeseed),12699
1973/08,Canada,Oil  produced,Canola (rapeseed),8216
1973/09,Canada,Oil  produced,Canola (rapeseed),12158
1973/10,Canada,Oil  produced,Canola (rapeseed),13166
1973/11,Canada,Oil  produced,Canola (rapeseed),11777
1973/12,Canada,Oil  produced,Canola (rapeseed),12363
1974/01,Canada,Oil  produced,Canola (rapeseed),12479
1974/02,Canada,Oil  produced,Canola (rapeseed),11577
1974/03,Canada,Oil  produced,Canola (rapeseed),11119
1974/04,Canada,Oil  produced,Canola (rapeseed),9833
1974/05,Canada,Oil  produced,Canola (rapeseed),8893
1974/06,Canada,Oil  produced,Canola (rapeseed),7751
1974/07,Canada,Oil  produced,Canola (rapeseed),6298
1974/08,Canada,Oil  produced,Canola (rapeseed),5453
1974/09,Canada,Oil  produced,Canola (rapeseed),9034
1974/10,Canada,Oil  produced,Canola (rapeseed),11454
1974/11,Canada,Oil  produced,Canola (rapeseed),10739
1974/12,Canada,Oil  produced,Canola (rapeseed),8242
1975/01,Canada,Oil  produced,Canola (rapeseed),9053
1975/02,Canada,Oil  produced,Canola (rapeseed),10674
1975/03,Canada,Oil  produced,Canola (rapeseed),9850
1975/04,Canada,Oil  produced,Canola (rapeseed),11599
1975/05,Canada,Oil  produced,Canola (rapeseed),10198
1975/06,Canada,Oil  produced,Canola (rapeseed),6573
1975/07,Canada,Oil  produced,Canola (rapeseed),5613
1975/08,Canada,Oil  produced,Canola (rapeseed),7354
1975/09,Canada,Oil  produced,Canola (rapeseed),11566
1975/10,Canada,Oil  produced,Canola (rapeseed),15518
1975/11,Canada,Oil  produced,Canola (rapeseed),14993
1975/12,Canada,Oil  produced,Canola (rapeseed),12026
1976/01,Canada,Oil  produced,Canola (rapeseed),13709
1976/02,Canada,Oil  produced,Canola (rapeseed),13932
1976/03,Canada,Oil  produced,Canola (rapeseed),11792
1976/04,Canada,Oil  produced,Canola (rapeseed),10095
1976/05,Canada,Oil  produced,Canola (rapeseed),9631
1976/06,Canada,Oil  produced,Canola (rapeseed),12472
1976/07,Canada,Oil  produced,Canola (rapeseed),8610
1976/08,Canada,Oil  produced,Canola (rapeseed),15221
1976/09,Canada,Oil  produced,Canola (rapeseed),13472
1976/10,Canada,Oil  produced,Canola (rapeseed),16425
1976/11,Canada,Oil  produced,Canola (rapeseed),15710
1976/12,Canada,Oil  produced,Canola (rapeseed),16069
1977/01,Canada,Oil  produced,Canola (rapeseed),19074
1977/02,Canada,Oil  produced,Canola (rapeseed),22017
1977/03,Canada,Oil  produced,Canola (rapeseed),23527
1977/04,Canada,Oil  produced,Canola (rapeseed),21566
1977/05,Canada,Oil  produced,Canola (rapeseed),22816
1977/06,Canada,Oil  produced,Canola (rapeseed),22630
1977/07,Canada,Oil  produced,Canola (rapeseed),17276
1977/08,Canada,Oil  produced,Canola (rapeseed),6979
1977/09,Canada,Oil  produced,Canola (rapeseed),23703
1977/10,Canada,Oil  produced,Canola (rapeseed),26227
1977/11,Canada,Oil  produced,Canola (rapeseed),23309
1977/12,Canada,Oil  produced,Canola (rapeseed),21351
1978/01,Canada,Oil  produced,Canola (rapeseed),21256
1978/02,Canada,Oil  produced,Canola (rapeseed),22448
1978/03,Canada,Oil  produced,Canola (rapeseed),24693
1978/04,Canada,Oil  produced,Canola (rapeseed),26484
1978/05,Canada,Oil  produced,Canola (rapeseed),23463
1978/06,Canada,Oil  produced,Canola (rapeseed),21058
1978/07,Canada,Oil  produced,Canola (rapeseed),18051
1978/08,Canada,Oil  produced,Canola (rapeseed),9596
1978/09,Canada,Oil  produced,Canola (rapeseed),25750
1978/10,Canada,Oil  produced,Canola (rapeseed),26018
1978/11,Canada,Oil  produced,Canola (rapeseed),24707
1978/12,Canada,Oil  produced,Canola (rapeseed),26317
1979/01,Canada,Oil  produced,Canola (rapeseed),24726
1979/02,Canada,Oil  produced,Canola (rapeseed),21342
1979/03,Canada,Oil  produced,Canola (rapeseed),28594
1979/04,Canada,Oil  produced,Canola (rapeseed),25870
1979/05,Canada,Oil  produced,Canola (rapeseed),25023
1979/06,Canada,Oil  produced,Canola (rapeseed),30126
1979/07,Canada,Oil  produced,Canola (rapeseed),28268
1979/08,Canada,Oil  produced,Canola (rapeseed),9216
1979/09,Canada,Oil  produced,Canola (rapeseed),29524
1979/10,Canada,Oil  produced,Canola (rapeseed),31492
1979/11,Canada,Oil  produced,Canola (rapeseed),25418
1979/12,Canada,Oil  produced,Canola (rapeseed),34090
1980/01,Canada,Oil  produced,Canola (rapeseed),33607
1980/02,Canada,Oil  produced,Canola (rapeseed),34639
1980/03,Canada,Oil  produced,Canola (rapeseed),32869
1980/04,Canada,Oil  produced,Canola (rapeseed),33360
1980/05,Canada,Oil  produced,Canola (rapeseed),35939
1980/06,Canada,Oil  produced,Canola (rapeseed),33387
1980/07,Canada,Oil  produced,Canola (rapeseed),31316
1980/08,Canada,Oil  produced,Canola (rapeseed),14354
1980/09,Canada,Oil  produced,Canola (rapeseed),32991
1980/10,Canada,Oil  produced,Canola (rapeseed),38998
1980/11,Canada,Oil  produced,Canola (rapeseed),29974
1980/12,Canada,Oil  produced,Canola (rapeseed),33893
1981/01,Canada,Oil  produced,Canola (rapeseed),34675
1981/02,Canada,Oil  produced,Canola (rapeseed),34547
1981/03,Canada,Oil  produced,Canola (rapeseed),41406
1981/04,Canada,Oil  produced,Canola (rapeseed),41462
1981/05,Canada,Oil  produced,Canola (rapeseed),37571
1981/06,Canada,Oil  produced,Canola (rapeseed),40221
1981/07,Canada,Oil  produced,Canola (rapeseed),38067
1981/08,Canada,Oil  produced,Canola (rapeseed),16800
1981/09,Canada,Oil  produced,Canola (rapeseed),39328
1981/10,Canada,Oil  produced,Canola (rapeseed),41366
1981/11,Canada,Oil  produced,Canola (rapeseed),37746
1981/12,Canada,Oil  produced,Canola (rapeseed),36492
1982/01,Canada,Oil  produced,Canola (rapeseed),36614
1982/02,Canada,Oil  produced,Canola (rapeseed),31621
1982/03,Canada,Oil  produced,Canola (rapeseed),33815
1982/04,Canada,Oil  produced,Canola (rapeseed),24742
1982/05,Canada,Oil  produced,Canola (rapeseed),26919
1982/06,Canada,Oil  produced,Canola (rapeseed),33504
1982/07,Canada,Oil  produced,Canola (rapeseed),23180
1982/08,Canada,Oil  produced,Canola (rapeseed),13848
1982/09,Canada,Oil  produced,Canola (rapeseed),29598
1982/10,Canada,Oil  produced,Canola (rapeseed),40968
1982/11,Canada,Oil  produced,Canola (rapeseed),36482
1982/12,Canada,Oil  produced,Canola (rapeseed),30919
1983/01,Canada,Oil  produced,Canola (rapeseed),33823
1983/02,Canada,Oil  produced,Canola (rapeseed),37828
1983/03,Canada,Oil  produced,Canola (rapeseed),35885
1983/04,Canada,Oil  produced,Canola (rapeseed),25892
1983/05,Canada,Oil  produced,Canola (rapeseed),24432
1983/06,Canada,Oil  produced,Canola (rapeseed),31802
1983/07,Canada,Oil  produced,Canola (rapeseed),24704
1983/08,Canada,Oil  produced,Canola (rapeseed),14579
1983/09,Canada,Oil  produced,Canola (rapeseed),40398
1983/10,Canada,Oil  produced,Canola (rapeseed),47008
1983/11,Canada,Oil  produced,Canola (rapeseed),48480
1983/12,Canada,Oil  produced,Canola (rapeseed),46418
1984/01,Canada,Oil  produced,Canola (rapeseed),46465
1984/02,Canada,Oil  produced,Canola (rapeseed),50523
1984/03,Canada,Oil  produced,Canola (rapeseed),49673
1984/04,Canada,Oil  produced,Canola (rapeseed),42080
1984/05,Canada,Oil  produced,Canola (rapeseed),36137
1984/06,Canada,Oil  produced,Canola (rapeseed),24529
1984/07,Canada,Oil  produced,Canola (rapeseed),10151
1984/08,Canada,Oil  produced,Canola (rapeseed),13929
1984/09,Canada,Oil  produced,Canola (rapeseed),44236
1984/10,Canada,Oil  produced,Canola (rapeseed),53102
1984/11,Canada,Oil  produced,Canola (rapeseed),51296
1984/12,Canada,Oil  produced,Canola (rapeseed),40943
1985/01,Canada,Oil  produced,Canola (rapeseed),38390
1985/02,Canada,Oil  produced,Canola (rapeseed),48749
1985/03,Canada,Oil  produced,Canola (rapeseed),54640
1985/04,Canada,Oil  produced,Canola (rapeseed),38933
1985/05,Canada,Oil  produced,Canola (rapeseed),44657
1985/06,Canada,Oil  produced,Canola (rapeseed),50456
1985/07,Canada,Oil  produced,Canola (rapeseed),35115
1985/08,Canada,Oil  produced,Canola (rapeseed),19769
1985/09,Canada,Oil  produced,Canola (rapeseed),41643
1985/10,Canada,Oil  produced,Canola (rapeseed),52599
1985/11,Canada,Oil  produced,Canola (rapeseed),49987
1985/12,Canada,Oil  produced,Canola (rapeseed),47874
1986/01,Canada,Oil  produced,Canola (rapeseed),41775
1986/02,Canada,Oil  produced,Canola (rapeseed),42026
1986/03,Canada,Oil  produced,Canola (rapeseed),51905
1986/04,Canada,Oil  produced,Canola (rapeseed),36129
1986/05,Canada,Oil  produced,Canola (rapeseed),33969
1986/06,Canada,Oil  produced,Canola (rapeseed),37553
1986/07,Canada,Oil  produced,Canola (rapeseed),42512
1986/08,Canada,Oil  produced,Canola (rapeseed),31164
1986/09,Canada,Oil  produced,Canola (rapeseed),49102
1986/10,Canada,Oil  produced,Canola (rapeseed),56215
1986/11,Canada,Oil  produced,Canola (rapeseed),53802
1986/12,Canada,Oil  produced,Canola (rapeseed),60197
1987/01,Canada,Oil  produced,Canola (rapeseed),57699
1987/02,Canada,Oil  produced,Canola (rapeseed),51907
1987/03,Canada,Oil  produced,Canola (rapeseed),59122
1987/04,Canada,Oil  produced,Canola (rapeseed),52915
1987/05,Canada,Oil  produced,Canola (rapeseed),57228
1987/06,Canada,Oil  produced,Canola (rapeseed),57655
1987/07,Canada,Oil  produced,Canola (rapeseed),46147
1987/08,Canada,Oil  produced,Canola (rapeseed),30153
1987/09,Canada,Oil  produced,Canola (rapeseed),52004
1987/10,Canada,Oil  produced,Canola (rapeseed),59641
1987/11,Canada,Oil  produced,Canola (rapeseed),64219
1987/12,Canada,Oil  produced,Canola (rapeseed),61550
1988/01,Canada,Oil  produced,Canola (rapeseed),60888
1988/02,Canada,Oil  produced,Canola (rapeseed),62191
1988/03,Canada,Oil  produced,Canola (rapeseed),59798
1988/04,Canada,Oil  produced,Canola (rapeseed),55150
1988/05,Canada,Oil  produced,Canola (rapeseed),44382
1988/06,Canada,Oil  produced,Canola (rapeseed),57650
1988/07,Canada,Oil  produced,Canola (rapeseed),46099
1988/08,Canada,Oil  produced,Canola (rapeseed),29618
1988/09,Canada,Oil  produced,Canola (rapeseed),51671
1988/10,Canada,Oil  produced,Canola (rapeseed),53380
1988/11,Canada,Oil  produced,Canola (rapeseed),50950
1988/12,Canada,Oil  produced,Canola (rapeseed),44193
1989/01,Canada,Oil  produced,Canola (rapeseed),39339
1989/02,Canada,Oil  produced,Canola (rapeseed),37859
1989/03,Canada,Oil  produced,Canola (rapeseed),41825
1989/04,Canada,Oil  produced,Canola (rapeseed),39164
1989/05,Canada,Oil  produced,Canola (rapeseed),57546
1989/06,Canada,Oil  produced,Canola (rapeseed),50766
1989/07,Canada,Oil  produced,Canola (rapeseed),47124
1989/08,Canada,Oil  produced,Canola (rapeseed),41319
1989/09,Canada,Oil  produced,Canola (rapeseed),41515
1989/10,Canada,Oil  produced,Canola (rapeseed),46756
1989/11,Canada,Oil  produced,Canola (rapeseed),48214
1989/12,Canada,Oil  produced,Canola (rapeseed),46857
1990/01,Canada,Oil  produced,Canola (rapeseed),42589
1990/02,Canada,Oil  produced,Canola (rapeseed),39819
1990/03,Canada,Oil  produced,Canola (rapeseed),43553
1990/04,Canada,Oil  produced,Canola (rapeseed),34985
1990/05,Canada,Oil  produced,Canola (rapeseed),32578
1990/06,Canada,Oil  produced,Canola (rapeseed),33061
1990/07,Canada,Oil  produced,Canola (rapeseed),31666
1990/08,Canada,Oil  produced,Canola (rapeseed),37622
1990/09,Canada,Oil  produced,Canola (rapeseed),49996
1990/10,Canada,Oil  produced,Canola (rapeseed),53979
1990/11,Canada,Oil  produced,Canola (rapeseed),52036
1990/12,Canada,Oil  produced,Canola (rapeseed),48275
1991/01,Canada,Oil  produced,Canola (rapeseed),45585
1991/02,Canada,Oil  produced,Canola (rapeseed),47283
1991/03,Canada,Oil  produced,Canola (rapeseed),49517
1991/04,Canada,Oil  produced,Canola (rapeseed),47708
1991/05,Canada,Oil  produced,Canola (rapeseed),50139
1991/06,Canada,Oil  produced,Canola (rapeseed),50521
1991/07,Canada,Oil  produced,Canola (rapeseed),43820
1991/08,Canada,Oil  produced,Canola (rapeseed),37589
1991/09,Canada,Oil  produced,Canola (rapeseed),53985
1991/10,Canada,Oil  produced,Canola (rapeseed),56961
1991/11,Canada,Oil  produced,Canola (rapeseed),56805
1991/12,Canada,Oil  produced,Canola (rapeseed),59264
1992/01,Canada,Oil  produced,Canola (rapeseed),57962
1992/02,Canada,Oil  produced,Canola (rapeseed),62775
1992/03,Canada,Oil  produced,Canola (rapeseed),60067
1992/04,Canada,Oil  produced,Canola (rapeseed),64302
1992/05,Canada,Oil  produced,Canola (rapeseed),57522
1992/06,Canada,Oil  produced,Canola (rapeseed),62118
1992/07,Canada,Oil  produced,Canola (rapeseed),71006
1992/08,Canada,Oil  produced,Canola (rapeseed),56868
1992/09,Canada,Oil  produced,Canola (rapeseed),61025
1992/10,Canada,Oil  produced,Canola (rapeseed),67774
1992/11,Canada,Oil  produced,Canola (rapeseed),64289
1992/12,Canada,Oil  produced,Canola (rapeseed),74185
1993/01,Canada,Oil  produced,Canola (rapeseed),65629
1993/02,Canada,Oil  produced,Canola (rapeseed),65786
1993/03,Canada,Oil  produced,Canola (rapeseed),72418
1993/04,Canada,Oil  produced,Canola (rapeseed),65646
1993/05,Canada,Oil  produced,Canola (rapeseed),68477
1993/06,Canada,Oil  produced,Canola (rapeseed),62562
1993/07,Canada,Oil  produced,Canola (rapeseed),68116
1993/08,Canada,Oil  produced,Canola (rapeseed),69186
1993/09,Canada,Oil  produced,Canola (rapeseed),72283
1993/10,Canada,Oil  produced,Canola (rapeseed),77511
1993/11,Canada,Oil  produced,Canola (rapeseed),77634
1993/12,Canada,Oil  produced,Canola (rapeseed),81338
1994/01,Canada,Oil  produced,Canola (rapeseed),80485
1994/02,Canada,Oil  produced,Canola (rapeseed),69486
1994/03,Canada,Oil  produced,Canola (rapeseed),79235
1994/04,Canada,Oil  produced,Canola (rapeseed),80201
1994/05,Canada,Oil  produced,Canola (rapeseed),76880
1994/06,Canada,Oil  produced,Canola (rapeseed),74214
1994/07,Canada,Oil  produced,Canola (rapeseed),74137
1994/08,Canada,Oil  produced,Canola (rapeseed),58476
1994/09,Canada,Oil  produced,Canola (rapeseed),85045
1994/10,Canada,Oil  produced,Canola (rapeseed),96839
1994/11,Canada,Oil  produced,Canola (rapeseed),99868
1994/12,Canada,Oil  produced,Canola (rapeseed),99558
1995/01,Canada,Oil  produced,Canola (rapeseed),104304
1995/02,Canada,Oil  produced,Canola (rapeseed),93141
1995/03,Canada,Oil  produced,Canola (rapeseed),96685
1995/04,Canada,Oil  produced,Canola (rapeseed),91509
1995/05,Canada,Oil  produced,Canola (rapeseed),80435
1995/06,Canada,Oil  produced,Canola (rapeseed),86105
1995/07,Canada,Oil  produced,Canola (rapeseed),70570
1995/08,Canada,Oil  produced,Canola (rapeseed),71622
1995/09,Canada,Oil  produced,Canola (rapeseed),92469
1995/10,Canada,Oil  produced,Canola (rapeseed),92266
1995/11,Canada,Oil  produced,Canola (rapeseed),94572
1995/12,Canada,Oil  produced,Canola (rapeseed),99507
1996/01,Canada,Oil  produced,Canola (rapeseed),107209
1996/02,Canada,Oil  produced,Canola (rapeseed),98262
1996/03,Canada,Oil  produced,Canola (rapeseed),102147
1996/04,Canada,Oil  produced,Canola (rapeseed),103539
1996/05,Canada,Oil  produced,Canola (rapeseed),89370
1996/06,Canada,Oil  produced,Canola (rapeseed),93870
1996/07,Canada,Oil  produced,Canola (rapeseed),111283
1996/08,Canada,Oil  produced,Canola (rapeseed),100494
1996/09,Canada,Oil  produced,Canola (rapeseed),113472
1996/10,Canada,Oil  produced,Canola (rapeseed),101769
1996/11,Canada,Oil  produced,Canola (rapeseed),88270
1996/12,Canada,Oil  produced,Canola (rapeseed),88127
1997/01,Canada,Oil  produced,Canola (rapeseed),80327
1997/02,Canada,Oil  produced,Canola (rapeseed),86856
1997/03,Canada,Oil  produced,Canola (rapeseed),98485
1997/04,Canada,Oil  produced,Canola (rapeseed),85543
1997/05,Canada,Oil  produced,Canola (rapeseed),100543
1997/06,Canada,Oil  produced,Canola (rapeseed),101898
1997/07,Canada,Oil  produced,Canola (rapeseed),91044
1997/08,Canada,Oil  produced,Canola (rapeseed),85780
1997/09,Canada,Oil  produced,Canola (rapeseed),125473
1997/10,Canada,Oil  produced,Canola (rapeseed),108864
1997/11,Canada,Oil  produced,Canola (rapeseed),106380
1997/12,Canada,Oil  produced,Canola (rapeseed),122921
1998/01,Canada,Oil  produced,Canola (rapeseed),122024
1998/02,Canada,Oil  produced,Canola (rapeseed),118877
1998/03,Canada,Oil  produced,Canola (rapeseed),126856
1998/04,Canada,Oil  produced,Canola (rapeseed),125822
1998/05,Canada,Oil  produced,Canola (rapeseed),108103
1998/06,Canada,Oil  produced,Canola (rapeseed),107995
1998/07,Canada,Oil  produced,Canola (rapeseed),104471
1998/08,Canada,Oil  produced,Canola (rapeseed),93165
1998/09,Canada,Oil  produced,Canola (rapeseed),123736
1998/10,Canada,Oil  produced,Canola (rapeseed),134961
1998/11,Canada,Oil  produced,Canola (rapeseed),119847
1998/12,Canada,Oil  produced,Canola (rapeseed),134704
1999/01,Canada,Oil  produced,Canola (rapeseed),119127
1999/02,Canada,Oil  produced,Canola (rapeseed),100152
1999/03,Canada,Oil  produced,Canola (rapeseed),113835
1999/04,Canada,Oil  produced,Canola (rapeseed),90633
1999/05,Canada,Oil  produced,Canola (rapeseed),93939
1999/06,Canada,Oil  produced,Canola (rapeseed),81709
1999/07,Canada,Oil  produced,Canola (rapeseed),77278
1999/08,Canada,Oil  produced,Canola (rapeseed),70222
1999/09,Canada,Oil  produced,Canola (rapeseed),119667
1999/10,Canada,Oil  produced,Canola (rapeseed),110590
1999/11,Canada,Oil  produced,Canola (rapeseed),102070
1999/12,Canada,Oil  produced,Canola (rapeseed),122271
2000/01,Canada,Oil  produced,Canola (rapeseed),112791
2000/02,Canada,Oil  produced,Canola (rapeseed),97409
2000/03,Canada,Oil  produced,Canola (rapeseed),125547
2000/04,Canada,Oil  produced,Canola (rapeseed),85154
2000/05,Canada,Oil  produced,Canola (rapeseed),110505
2000/06,Canada,Oil  produced,Canola (rapeseed),100748
2000/07,Canada,Oil  produced,Canola (rapeseed),85965
2000/08,Canada,Oil  produced,Canola (rapeseed),100625
2000/09,Canada,Oil  produced,Canola (rapeseed),118014
2000/10,Canada,Oil  produced,Canola (rapeseed),123385
2000/11,Canada,Oil  produced,Canola (rapeseed),122523
2000/12,Canada,Oil  produced,Canola (rapeseed),117751
2001/01,Canada,Oil  produced,Canola (rapeseed),122658
2001/02,Canada,Oil  produced,Canola (rapeseed),101986
2001/03,Canada,Oil  produced,Canola (rapeseed),117823
2001/04,Canada,Oil  produced,Canola (rapeseed),91801
2001/05,Canada,Oil  produced,Canola (rapeseed),69662
2001/06,Canada,Oil  produced,Canola (rapeseed),91289
2001/07,Canada,Oil  produced,Canola (rapeseed),88214
2001/08,Canada,Oil  produced,Canola (rapeseed),84177
2001/09,Canada,Oil  produced,Canola (rapeseed),92134
2001/10,Canada,Oil  produced,Canola (rapeseed),89390
2001/11,Canada,Oil  produced,Canola (rapeseed),98719
2001/12,Canada,Oil  produced,Canola (rapeseed),91513
2002/01,Canada,Oil  produced,Canola (rapeseed),90117
2002/02,Canada,Oil  produced,Canola (rapeseed),77157
2002/03,Canada,Oil  produced,Canola (rapeseed),77170
2002/04,Canada,Oil  produced,Canola (rapeseed),69616
2002/05,Canada,Oil  produced,Canola (rapeseed),67919
2002/06,Canada,Oil  produced,Canola (rapeseed),68997
2002/07,Canada,Oil  produced,Canola (rapeseed),64107
2002/08,Canada,Oil  produced,Canola (rapeseed),80752
2002/09,Canada,Oil  produced,Canola (rapeseed),91584
2002/10,Canada,Oil  produced,Canola (rapeseed),80318
2002/11,Canada,Oil  produced,Canola (rapeseed),68470
2002/12,Canada,Oil  produced,Canola (rapeseed),60568
2003/01,Canada,Oil  produced,Canola (rapeseed),60520
2003/02,Canada,Oil  produced,Canola (rapeseed),76629
2003/03,Canada,Oil  produced,Canola (rapeseed),80268
2003/04,Canada,Oil  produced,Canola (rapeseed),77840
2003/05,Canada,Oil  produced,Canola (rapeseed),75807
2003/06,Canada,Oil  produced,Canola (rapeseed),81121
2003/07,Canada,Oil  produced,Canola (rapeseed),92014
2003/08,Canada,Oil  produced,Canola (rapeseed),88220
2003/09,Canada,Oil  produced,Canola (rapeseed),122916
2003/10,Canada,Oil  produced,Canola (rapeseed),114154
2003/11,Canada,Oil  produced,Canola (rapeseed),113478
2003/12,Canada,Oil  produced,Canola (rapeseed),120061
2004/01,Canada,Oil  produced,Canola (rapeseed),123292
2004/02,Canada,Oil  produced,Canola (rapeseed),111113
2004/03,Canada,Oil  produced,Canola (rapeseed),132518
2004/04,Canada,Oil  produced,Canola (rapeseed),127105
2004/05,Canada,Oil  produced,Canola (rapeseed),118626
2004/06,Canada,Oil  produced,Canola (rapeseed),97544
2004/07,Canada,Oil  produced,Canola (rapeseed),126218
2004/08,Canada,Oil  produced,Canola (rapeseed),106562
2004/09,Canada,Oil  produced,Canola (rapeseed),92320
2004/10,Canada,Oil  produced,Canola (rapeseed),119778
2004/11,Canada,Oil  produced,Canola (rapeseed),112658
2004/12,Canada,Oil  produced,Canola (rapeseed),115971
2005/01,Canada,Oil  produced,Canola (rapeseed),101900
2005/02,Canada,Oil  produced,Canola (rapeseed),101367
2005/03,Canada,Oil  produced,Canola (rapeseed),113559
2005/04,Canada,Oil  produced,Canola (rapeseed),101641
2005/05,Canada,Oil  produced,Canola (rapeseed),92258
